lambda_adv,adv_c,min_f1_ratio,min_coverage,t_aae,delta_aae,t_sae,delta_sae,val_coverage,val_abstain_rate,val_sel_accuracy,val_sel_f1,val_AAE_coverage,val_AAE_abstain_rate,val_AAE_FPR,val_AAE_FNR,val_AAE_TPR,val_AAE_pos_rate,val_SAE_coverage,val_SAE_abstain_rate,val_SAE_FPR,val_SAE_FNR,val_SAE_TPR,val_SAE_pos_rate,val_FPR_gap,val_FNR_gap,val_abstain_gap,val_mean_FPR,val_mean_FNR,val_abs_balance,test_coverage,test_abstain_rate,test_sel_accuracy,test_sel_f1,test_AAE_coverage,test_AAE_abstain_rate,test_AAE_FPR,test_AAE_FNR,test_AAE_TPR,test_AAE_pos_rate,test_SAE_coverage,test_SAE_abstain_rate,test_SAE_FPR,test_SAE_FNR,test_SAE_TPR,test_SAE_pos_rate,test_FPR_gap,test_FNR_gap,test_abstain_gap,test_mean_FPR,test_mean_FNR,test_abs_balance,train_elapsed_sec,val_score,test_score
0.0,0.1,0.99,0.85,0.78,0.03,0.5,0.03,0.9774011299435028,0.0225988700564971,0.8857693366363887,0.9338645418326692,0.9821428571428572,0.0178571428571429,0.5,0.0384193194291986,0.9615806805708014,0.9497326203208556,0.9757685352622062,0.0242314647377938,0.5062611806797853,0.0397381954184198,0.9602618045815802,0.8661971830985915,0.0062611806797853,0.0013188759892211,0.0063743218806509,0.5031305903398926,0.0390787574238092,0.4640518329160833,0.9757934373318988,0.0242065626681011,0.8891951488423374,0.9358032577451294,0.9684873949579832,0.0315126050420168,0.5769230769230769,0.0368303571428571,0.9631696428571428,0.9522776572668112,0.9783080260303688,0.0216919739696311,0.4919786096256685,0.0363636363636363,0.9636363636363636,0.8658536585365854,0.0849444672974084,0.0004667207792207,0.0098206310723856,0.5344508432743726,0.0365969967532467,0.4978538465211259,46.78,0.4655722978013654,0.5865063609350578
0.0,0.1,0.99,0.95,0.78,0.03,0.5,0.03,0.9774011299435028,0.0225988700564971,0.8857693366363887,0.9338645418326692,0.9821428571428572,0.0178571428571429,0.5,0.0384193194291986,0.9615806805708014,0.9497326203208556,0.9757685352622062,0.0242314647377938,0.5062611806797853,0.0397381954184198,0.9602618045815802,0.8661971830985915,0.0062611806797853,0.0013188759892211,0.0063743218806509,0.5031305903398926,0.0390787574238092,0.4640518329160833,0.9757934373318988,0.0242065626681011,0.8891951488423374,0.9358032577451294,0.9684873949579832,0.0315126050420168,0.5769230769230769,0.0368303571428571,0.9631696428571428,0.9522776572668112,0.9783080260303688,0.0216919739696311,0.4919786096256685,0.0363636363636363,0.9636363636363636,0.8658536585365854,0.0849444672974084,0.0004667207792207,0.0098206310723856,0.5344508432743726,0.0365969967532467,0.4978538465211259,46.78,0.4655722978013654,0.5865063609350578
0.0,0.5,0.85,0.7,0.78,0.03,0.5,0.03,0.9774011299435028,0.0225988700564971,0.8857693366363887,0.9338645418326692,0.9821428571428572,0.0178571428571429,0.5,0.0384193194291986,0.9615806805708014,0.9497326203208556,0.9757685352622062,0.0242314647377938,0.5062611806797853,0.0397381954184198,0.9602618045815802,0.8661971830985915,0.0062611806797853,0.0013188759892211,0.0063743218806509,0.5031305903398926,0.0390787574238092,0.4640518329160833,0.9757934373318988,0.0242065626681011,0.8891951488423374,0.9358032577451294,0.9684873949579832,0.0315126050420168,0.5769230769230769,0.0368303571428571,0.9631696428571428,0.9522776572668112,0.9783080260303688,0.0216919739696311,0.4919786096256685,0.0363636363636363,0.9636363636363636,0.8658536585365854,0.0849444672974084,0.0004667207792207,0.0098206310723856,0.5344508432743726,0.0365969967532467,0.4978538465211259,41.14,0.4655722978013654,0.5865063609350578
0.0,0.5,0.85,0.85,0.78,0.03,0.5,0.03,0.9774011299435028,0.0225988700564971,0.8857693366363887,0.9338645418326692,0.9821428571428572,0.0178571428571429,0.5,0.0384193194291986,0.9615806805708014,0.9497326203208556,0.9757685352622062,0.0242314647377938,0.5062611806797853,0.0397381954184198,0.9602618045815802,0.8661971830985915,0.0062611806797853,0.0013188759892211,0.0063743218806509,0.5031305903398926,0.0390787574238092,0.4640518329160833,0.9757934373318988,0.0242065626681011,0.8891951488423374,0.9358032577451294,0.9684873949579832,0.0315126050420168,0.5769230769230769,0.0368303571428571,0.9631696428571428,0.9522776572668112,0.9783080260303688,0.0216919739696311,0.4919786096256685,0.0363636363636363,0.9636363636363636,0.8658536585365854,0.0849444672974084,0.0004667207792207,0.0098206310723856,0.5344508432743726,0.0365969967532467,0.4978538465211259,41.14,0.4655722978013654,0.5865063609350578
0.0,0.5,0.85,0.95,0.78,0.03,0.5,0.03,0.9774011299435028,0.0225988700564971,0.8857693366363887,0.9338645418326692,0.9821428571428572,0.0178571428571429,0.5,0.0384193194291986,0.9615806805708014,0.9497326203208556,0.9757685352622062,0.0242314647377938,0.5062611806797853,0.0397381954184198,0.9602618045815802,0.8661971830985915,0.0062611806797853,0.0013188759892211,0.0063743218806509,0.5031305903398926,0.0390787574238092,0.4640518329160833,0.9757934373318988,0.0242065626681011,0.8891951488423374,0.9358032577451294,0.9684873949579832,0.0315126050420168,0.5769230769230769,0.0368303571428571,0.9631696428571428,0.9522776572668112,0.9783080260303688,0.0216919739696311,0.4919786096256685,0.0363636363636363,0.9636363636363636,0.8658536585365854,0.0849444672974084,0.0004667207792207,0.0098206310723856,0.5344508432743726,0.0365969967532467,0.4978538465211259,41.14,0.4655722978013654,0.5865063609350578
0.0,0.5,0.9,0.7,0.78,0.03,0.5,0.03,0.9774011299435028,0.0225988700564971,0.8857693366363887,0.9338645418326692,0.9821428571428572,0.0178571428571429,0.5,0.0384193194291986,0.9615806805708014,0.9497326203208556,0.9757685352622062,0.0242314647377938,0.5062611806797853,0.0397381954184198,0.9602618045815802,0.8661971830985915,0.0062611806797853,0.0013188759892211,0.0063743218806509,0.5031305903398926,0.0390787574238092,0.4640518329160833,0.9757934373318988,0.0242065626681011,0.8891951488423374,0.9358032577451294,0.9684873949579832,0.0315126050420168,0.5769230769230769,0.0368303571428571,0.9631696428571428,0.9522776572668112,0.9783080260303688,0.0216919739696311,0.4919786096256685,0.0363636363636363,0.9636363636363636,0.8658536585365854,0.0849444672974084,0.0004667207792207,0.0098206310723856,0.5344508432743726,0.0365969967532467,0.4978538465211259,41.14,0.4655722978013654,0.5865063609350578
0.0,0.5,0.9,0.85,0.78,0.03,0.5,0.03,0.9774011299435028,0.0225988700564971,0.8857693366363887,0.9338645418326692,0.9821428571428572,0.0178571428571429,0.5,0.0384193194291986,0.9615806805708014,0.9497326203208556,0.9757685352622062,0.0242314647377938,0.5062611806797853,0.0397381954184198,0.9602618045815802,0.8661971830985915,0.0062611806797853,0.0013188759892211,0.0063743218806509,0.5031305903398926,0.0390787574238092,0.4640518329160833,0.9757934373318988,0.0242065626681011,0.8891951488423374,0.9358032577451294,0.9684873949579832,0.0315126050420168,0.5769230769230769,0.0368303571428571,0.9631696428571428,0.9522776572668112,0.9783080260303688,0.0216919739696311,0.4919786096256685,0.0363636363636363,0.9636363636363636,0.8658536585365854,0.0849444672974084,0.0004667207792207,0.0098206310723856,0.5344508432743726,0.0365969967532467,0.4978538465211259,41.14,0.4655722978013654,0.5865063609350578
0.0,0.5,0.9,0.95,0.78,0.03,0.5,0.03,0.9774011299435028,0.0225988700564971,0.8857693366363887,0.9338645418326692,0.9821428571428572,0.0178571428571429,0.5,0.0384193194291986,0.9615806805708014,0.9497326203208556,0.9757685352622062,0.0242314647377938,0.5062611806797853,0.0397381954184198,0.9602618045815802,0.8661971830985915,0.0062611806797853,0.0013188759892211,0.0063743218806509,0.5031305903398926,0.0390787574238092,0.4640518329160833,0.9757934373318988,0.0242065626681011,0.8891951488423374,0.9358032577451294,0.9684873949579832,0.0315126050420168,0.5769230769230769,0.0368303571428571,0.9631696428571428,0.9522776572668112,0.9783080260303688,0.0216919739696311,0.4919786096256685,0.0363636363636363,0.9636363636363636,0.8658536585365854,0.0849444672974084,0.0004667207792207,0.0098206310723856,0.5344508432743726,0.0365969967532467,0.4978538465211259,41.14,0.4655722978013654,0.5865063609350578
0.0,0.5,0.95,0.7,0.78,0.03,0.5,0.03,0.9774011299435028,0.0225988700564971,0.8857693366363887,0.9338645418326692,0.9821428571428572,0.0178571428571429,0.5,0.0384193194291986,0.9615806805708014,0.9497326203208556,0.9757685352622062,0.0242314647377938,0.5062611806797853,0.0397381954184198,0.9602618045815802,0.8661971830985915,0.0062611806797853,0.0013188759892211,0.0063743218806509,0.5031305903398926,0.0390787574238092,0.4640518329160833,0.9757934373318988,0.0242065626681011,0.8891951488423374,0.9358032577451294,0.9684873949579832,0.0315126050420168,0.5769230769230769,0.0368303571428571,0.9631696428571428,0.9522776572668112,0.9783080260303688,0.0216919739696311,0.4919786096256685,0.0363636363636363,0.9636363636363636,0.8658536585365854,0.0849444672974084,0.0004667207792207,0.0098206310723856,0.5344508432743726,0.0365969967532467,0.4978538465211259,41.14,0.4655722978013654,0.5865063609350578
0.0,0.5,0.95,0.85,0.78,0.03,0.5,0.03,0.9774011299435028,0.0225988700564971,0.8857693366363887,0.9338645418326692,0.9821428571428572,0.0178571428571429,0.5,0.0384193194291986,0.9615806805708014,0.9497326203208556,0.9757685352622062,0.0242314647377938,0.5062611806797853,0.0397381954184198,0.9602618045815802,0.8661971830985915,0.0062611806797853,0.0013188759892211,0.0063743218806509,0.5031305903398926,0.0390787574238092,0.4640518329160833,0.9757934373318988,0.0242065626681011,0.8891951488423374,0.9358032577451294,0.9684873949579832,0.0315126050420168,0.5769230769230769,0.0368303571428571,0.9631696428571428,0.9522776572668112,0.9783080260303688,0.0216919739696311,0.4919786096256685,0.0363636363636363,0.9636363636363636,0.8658536585365854,0.0849444672974084,0.0004667207792207,0.0098206310723856,0.5344508432743726,0.0365969967532467,0.4978538465211259,41.14,0.4655722978013654,0.5865063609350578
0.0,0.5,0.95,0.95,0.78,0.03,0.5,0.03,0.9774011299435028,0.0225988700564971,0.8857693366363887,0.9338645418326692,0.9821428571428572,0.0178571428571429,0.5,0.0384193194291986,0.9615806805708014,0.9497326203208556,0.9757685352622062,0.0242314647377938,0.5062611806797853,0.0397381954184198,0.9602618045815802,0.8661971830985915,0.0062611806797853,0.0013188759892211,0.0063743218806509,0.5031305903398926,0.0390787574238092,0.4640518329160833,0.9757934373318988,0.0242065626681011,0.8891951488423374,0.9358032577451294,0.9684873949579832,0.0315126050420168,0.5769230769230769,0.0368303571428571,0.9631696428571428,0.9522776572668112,0.9783080260303688,0.0216919739696311,0.4919786096256685,0.0363636363636363,0.9636363636363636,0.8658536585365854,0.0849444672974084,0.0004667207792207,0.0098206310723856,0.5344508432743726,0.0365969967532467,0.4978538465211259,41.14,0.4655722978013654,0.5865063609350578
0.0,0.5,0.99,0.7,0.78,0.03,0.5,0.03,0.9774011299435028,0.0225988700564971,0.8857693366363887,0.9338645418326692,0.9821428571428572,0.0178571428571429,0.5,0.0384193194291986,0.9615806805708014,0.9497326203208556,0.9757685352622062,0.0242314647377938,0.5062611806797853,0.0397381954184198,0.9602618045815802,0.8661971830985915,0.0062611806797853,0.0013188759892211,0.0063743218806509,0.5031305903398926,0.0390787574238092,0.4640518329160833,0.9757934373318988,0.0242065626681011,0.8891951488423374,0.9358032577451294,0.9684873949579832,0.0315126050420168,0.5769230769230769,0.0368303571428571,0.9631696428571428,0.9522776572668112,0.9783080260303688,0.0216919739696311,0.4919786096256685,0.0363636363636363,0.9636363636363636,0.8658536585365854,0.0849444672974084,0.0004667207792207,0.0098206310723856,0.5344508432743726,0.0365969967532467,0.4978538465211259,41.14,0.4655722978013654,0.5865063609350578
0.0,0.5,0.99,0.85,0.78,0.03,0.5,0.03,0.9774011299435028,0.0225988700564971,0.8857693366363887,0.9338645418326692,0.9821428571428572,0.0178571428571429,0.5,0.0384193194291986,0.9615806805708014,0.9497326203208556,0.9757685352622062,0.0242314647377938,0.5062611806797853,0.0397381954184198,0.9602618045815802,0.8661971830985915,0.0062611806797853,0.0013188759892211,0.0063743218806509,0.5031305903398926,0.0390787574238092,0.4640518329160833,0.9757934373318988,0.0242065626681011,0.8891951488423374,0.9358032577451294,0.9684873949579832,0.0315126050420168,0.5769230769230769,0.0368303571428571,0.9631696428571428,0.9522776572668112,0.9783080260303688,0.0216919739696311,0.4919786096256685,0.0363636363636363,0.9636363636363636,0.8658536585365854,0.0849444672974084,0.0004667207792207,0.0098206310723856,0.5344508432743726,0.0365969967532467,0.4978538465211259,41.14,0.4655722978013654,0.5865063609350578
0.0,0.5,0.99,0.95,0.78,0.03,0.5,0.03,0.9774011299435028,0.0225988700564971,0.8857693366363887,0.9338645418326692,0.9821428571428572,0.0178571428571429,0.5,0.0384193194291986,0.9615806805708014,0.9497326203208556,0.9757685352622062,0.0242314647377938,0.5062611806797853,0.0397381954184198,0.9602618045815802,0.8661971830985915,0.0062611806797853,0.0013188759892211,0.0063743218806509,0.5031305903398926,0.0390787574238092,0.4640518329160833,0.9757934373318988,0.0242065626681011,0.8891951488423374,0.9358032577451294,0.9684873949579832,0.0315126050420168,0.5769230769230769,0.0368303571428571,0.9631696428571428,0.9522776572668112,0.9783080260303688,0.0216919739696311,0.4919786096256685,0.0363636363636363,0.9636363636363636,0.8658536585365854,0.0849444672974084,0.0004667207792207,0.0098206310723856,0.5344508432743726,0.0365969967532467,0.4978538465211259,41.14,0.4655722978013654,0.5865063609350578
0.0,1.0,0.85,0.7,0.78,0.03,0.5,0.03,0.9774011299435028,0.0225988700564971,0.8857693366363887,0.9338645418326692,0.9821428571428572,0.0178571428571429,0.5,0.0384193194291986,0.9615806805708014,0.9497326203208556,0.9757685352622062,0.0242314647377938,0.5062611806797853,0.0397381954184198,0.9602618045815802,0.8661971830985915,0.0062611806797853,0.0013188759892211,0.0063743218806509,0.5031305903398926,0.0390787574238092,0.4640518329160833,0.9757934373318988,0.0242065626681011,0.8891951488423374,0.9358032577451294,0.9684873949579832,0.0315126050420168,0.5769230769230769,0.0368303571428571,0.9631696428571428,0.9522776572668112,0.9783080260303688,0.0216919739696311,0.4919786096256685,0.0363636363636363,0.9636363636363636,0.8658536585365854,0.0849444672974084,0.0004667207792207,0.0098206310723856,0.5344508432743726,0.0365969967532467,0.4978538465211259,46.35,0.4655722978013654,0.5865063609350578
0.0,1.0,0.85,0.85,0.78,0.03,0.5,0.03,0.9774011299435028,0.0225988700564971,0.8857693366363887,0.9338645418326692,0.9821428571428572,0.0178571428571429,0.5,0.0384193194291986,0.9615806805708014,0.9497326203208556,0.9757685352622062,0.0242314647377938,0.5062611806797853,0.0397381954184198,0.9602618045815802,0.8661971830985915,0.0062611806797853,0.0013188759892211,0.0063743218806509,0.5031305903398926,0.0390787574238092,0.4640518329160833,0.9757934373318988,0.0242065626681011,0.8891951488423374,0.9358032577451294,0.9684873949579832,0.0315126050420168,0.5769230769230769,0.0368303571428571,0.9631696428571428,0.9522776572668112,0.9783080260303688,0.0216919739696311,0.4919786096256685,0.0363636363636363,0.9636363636363636,0.8658536585365854,0.0849444672974084,0.0004667207792207,0.0098206310723856,0.5344508432743726,0.0365969967532467,0.4978538465211259,46.35,0.4655722978013654,0.5865063609350578
0.0,1.0,0.85,0.95,0.78,0.03,0.5,0.03,0.9774011299435028,0.0225988700564971,0.8857693366363887,0.9338645418326692,0.9821428571428572,0.0178571428571429,0.5,0.0384193194291986,0.9615806805708014,0.9497326203208556,0.9757685352622062,0.0242314647377938,0.5062611806797853,0.0397381954184198,0.9602618045815802,0.8661971830985915,0.0062611806797853,0.0013188759892211,0.0063743218806509,0.5031305903398926,0.0390787574238092,0.4640518329160833,0.9757934373318988,0.0242065626681011,0.8891951488423374,0.9358032577451294,0.9684873949579832,0.0315126050420168,0.5769230769230769,0.0368303571428571,0.9631696428571428,0.9522776572668112,0.9783080260303688,0.0216919739696311,0.4919786096256685,0.0363636363636363,0.9636363636363636,0.8658536585365854,0.0849444672974084,0.0004667207792207,0.0098206310723856,0.5344508432743726,0.0365969967532467,0.4978538465211259,46.35,0.4655722978013654,0.5865063609350578
0.0,1.0,0.9,0.7,0.78,0.03,0.5,0.03,0.9774011299435028,0.0225988700564971,0.8857693366363887,0.9338645418326692,0.9821428571428572,0.0178571428571429,0.5,0.0384193194291986,0.9615806805708014,0.9497326203208556,0.9757685352622062,0.0242314647377938,0.5062611806797853,0.0397381954184198,0.9602618045815802,0.8661971830985915,0.0062611806797853,0.0013188759892211,0.0063743218806509,0.5031305903398926,0.0390787574238092,0.4640518329160833,0.9757934373318988,0.0242065626681011,0.8891951488423374,0.9358032577451294,0.9684873949579832,0.0315126050420168,0.5769230769230769,0.0368303571428571,0.9631696428571428,0.9522776572668112,0.9783080260303688,0.0216919739696311,0.4919786096256685,0.0363636363636363,0.9636363636363636,0.8658536585365854,0.0849444672974084,0.0004667207792207,0.0098206310723856,0.5344508432743726,0.0365969967532467,0.4978538465211259,46.35,0.4655722978013654,0.5865063609350578
0.0,1.0,0.9,0.85,0.78,0.03,0.5,0.03,0.9774011299435028,0.0225988700564971,0.8857693366363887,0.9338645418326692,0.9821428571428572,0.0178571428571429,0.5,0.0384193194291986,0.9615806805708014,0.9497326203208556,0.9757685352622062,0.0242314647377938,0.5062611806797853,0.0397381954184198,0.9602618045815802,0.8661971830985915,0.0062611806797853,0.0013188759892211,0.0063743218806509,0.5031305903398926,0.0390787574238092,0.4640518329160833,0.9757934373318988,0.0242065626681011,0.8891951488423374,0.9358032577451294,0.9684873949579832,0.0315126050420168,0.5769230769230769,0.0368303571428571,0.9631696428571428,0.9522776572668112,0.9783080260303688,0.0216919739696311,0.4919786096256685,0.0363636363636363,0.9636363636363636,0.8658536585365854,0.0849444672974084,0.0004667207792207,0.0098206310723856,0.5344508432743726,0.0365969967532467,0.4978538465211259,46.35,0.4655722978013654,0.5865063609350578
