lambda_adv,adv_c,min_f1_ratio,t_aae,t_sae,val_accuracy,val_f1,val_AAE_FPR,val_AAE_FNR,val_AAE_TPR,val_AAE_acc,val_AAE_pos_rate,val_SAE_FPR,val_SAE_FNR,val_SAE_TPR,val_SAE_acc,val_SAE_pos_rate,val_FPR_gap,val_FNR_gap,val_TPR_gap,val_mean_FPR,val_mean_FNR,val_abs_balance,val_DIfav,val_DIunfav,test_accuracy,test_f1,test_AAE_FPR,test_AAE_FNR,test_AAE_TPR,test_AAE_acc,test_AAE_pos_rate,test_SAE_FPR,test_SAE_FNR,test_SAE_TPR,test_SAE_acc,test_SAE_pos_rate,test_FPR_gap,test_FNR_gap,test_TPR_gap,test_mean_FPR,test_mean_FNR,test_abs_balance,test_DIfav,test_DIunfav,train_elapsed_sec,val_score,test_score
0.0,1.0,0.9,0.8510204081632654,0.7204081632653062,0.8078462770216173,0.7727272727272727,0.037037037037037,0.3010752688172043,0.6989247311827957,0.7323943661971831,0.6150234741784038,0.0368509212730318,0.3667425968109339,0.6332574031890661,0.8233590733590733,0.2895752895752895,0.0001861157640052,0.0656673279937296,0.0656673279937296,0.0369439791550344,0.3339089328140691,0.2969649536590347,0.5418962977406631,2.1238809908180643,0.7902321857485989,0.7565055762081785,0.1111111111111111,0.3118279569892473,0.6881720430107527,0.7136150234741784,0.6150234741784038,0.0702341137123745,0.363013698630137,0.636986301369863,0.805984555984556,0.3098455598455598,0.0408769973987365,0.0511857416408896,0.0511857416408897,0.0906726124117428,0.3374208278096922,0.2467482153979493,0.5578121328283077,1.9849355099217896,212.32,-0.0010559920931826339,0.050535715431287376
0.0,1.0,0.93,0.3612244897959183,0.263265306122449,0.8102481985588471,0.8286334056399133,0.2962962962962963,0.0591397849462365,0.9408602150537636,0.9107981220657276,0.8591549295774648,0.2964824120603015,0.0933940774487471,0.9066059225512528,0.7895752895752896,0.555019305019305,0.0001861157640052,0.0342542925025105,0.0342542925025106,0.2963893541782989,0.0762669311974918,0.220122422980807,0.3165195003874284,1.5479730278352224,0.7854283426741393,0.8101983002832861,0.5555555555555556,0.0591397849462365,0.9408602150537636,0.8779342723004695,0.892018779342723,0.3361204013377926,0.093607305936073,0.906392694063927,0.7664092664092664,0.5772200772200772,0.2194351542177629,0.0344675209898364,0.0344675209898365,0.4458379784466741,0.0763735454411548,0.3694644330055193,0.2554076300340546,1.5453702999816468,212.32,0.2676099555615566,0.760073588137687
0.0,1.0,0.95,0.3612244897959183,0.263265306122449,0.8102481985588471,0.8286334056399133,0.2962962962962963,0.0591397849462365,0.9408602150537636,0.9107981220657276,0.8591549295774648,0.2964824120603015,0.0933940774487471,0.9066059225512528,0.7895752895752896,0.555019305019305,0.0001861157640052,0.0342542925025105,0.0342542925025106,0.2963893541782989,0.0762669311974918,0.220122422980807,0.3165195003874284,1.5479730278352224,0.7854283426741393,0.8101983002832861,0.5555555555555556,0.0591397849462365,0.9408602150537636,0.8779342723004695,0.892018779342723,0.3361204013377926,0.093607305936073,0.906392694063927,0.7664092664092664,0.5772200772200772,0.2194351542177629,0.0344675209898364,0.0344675209898365,0.4458379784466741,0.0763735454411548,0.3694644330055193,0.2554076300340546,1.5453702999816468,212.32,0.2676099555615566,0.760073588137687
0.0,1.0,0.97,0.3612244897959183,0.263265306122449,0.8102481985588471,0.8286334056399133,0.2962962962962963,0.0591397849462365,0.9408602150537636,0.9107981220657276,0.8591549295774648,0.2964824120603015,0.0933940774487471,0.9066059225512528,0.7895752895752896,0.555019305019305,0.0001861157640052,0.0342542925025105,0.0342542925025106,0.2963893541782989,0.0762669311974918,0.220122422980807,0.3165195003874284,1.5479730278352224,0.7854283426741393,0.8101983002832861,0.5555555555555556,0.0591397849462365,0.9408602150537636,0.8779342723004695,0.892018779342723,0.3361204013377926,0.093607305936073,0.906392694063927,0.7664092664092664,0.5772200772200772,0.2194351542177629,0.0344675209898364,0.0344675209898365,0.4458379784466741,0.0763735454411548,0.3694644330055193,0.2554076300340546,1.5453702999816468,212.32,0.2676099555615566,0.760073588137687
0.0,1.0,0.99,0.5081632653061224,0.4428571428571428,0.8502802241793435,0.8497991967871485,0.1481481481481481,0.1021505376344086,0.8978494623655914,0.892018779342723,0.8028169014084507,0.1457286432160804,0.1753986332574031,0.8246013667425968,0.8416988416988417,0.4333976833976834,0.0024195049320677,0.0732480956229945,0.0732480956229946,0.1469383956821142,0.1387745854459059,0.0081638102362083,0.3480096874539432,1.8523792665222845,0.8294635708566853,0.8305489260143198,0.3703703703703703,0.1075268817204301,0.8924731182795699,0.8591549295774648,0.8262910798122066,0.1688963210702341,0.1872146118721461,0.8127853881278538,0.8233590733590733,0.4411196911196911,0.2014740493001362,0.079687730151716,0.079687730151716,0.2696333457203022,0.1473707467962881,0.1222625989240141,0.3108159552582049,1.873167482011884,212.32,-0.15849439435666357,0.25201904422323357
0.0,1.0,,0.5,0.5,0.8582866293034428,0.8535980148883374,0.1851851851851851,0.0967741935483871,0.9032258064516128,0.892018779342723,0.812206572769953,0.1055276381909547,0.2072892938496583,0.7927107061503417,0.8513513513513513,0.3967181467181467,0.0796575469942304,0.1105151003012712,0.1105151003012712,0.1453564116880699,0.1520317436990227,0.0066753320109527,0.3112863798166428,2.047313839852798,0.8310648518815053,0.8283157038242474,0.3703703703703703,0.1075268817204301,0.8924731182795699,0.8591549295774648,0.8262910798122066,0.1438127090301003,0.2168949771689497,0.7831050228310502,0.8252895752895753,0.4140926640926641,0.22655766134027,0.1093680954485196,0.1093680954485196,0.2570915397002353,0.1622109294446899,0.0948806102555454,0.2964784814547559,1.9954254965334215,212.32,-0.10700273425336038,0.23432294628816946
0.0,3.0,0.85,0.8510204081632654,0.7204081632653062,0.8078462770216173,0.7727272727272727,0.037037037037037,0.3010752688172043,0.6989247311827957,0.7323943661971831,0.6150234741784038,0.0368509212730318,0.3667425968109339,0.6332574031890661,0.8233590733590733,0.2895752895752895,0.0001861157640052,0.0656673279937296,0.0656673279937296,0.0369439791550344,0.3339089328140691,0.2969649536590347,0.5418962977406631,2.1238809908180643,0.7902321857485989,0.7565055762081785,0.1111111111111111,0.3118279569892473,0.6881720430107527,0.7136150234741784,0.6150234741784038,0.0702341137123745,0.363013698630137,0.636986301369863,0.805984555984556,0.3098455598455598,0.0408769973987365,0.0511857416408896,0.0511857416408897,0.0906726124117428,0.3374208278096922,0.2467482153979493,0.5578121328283077,1.9849355099217896,380.88,-0.0010559920931826339,0.050535715431287376
0.0,3.0,0.9,0.8510204081632654,0.7204081632653062,0.8078462770216173,0.7727272727272727,0.037037037037037,0.3010752688172043,0.6989247311827957,0.7323943661971831,0.6150234741784038,0.0368509212730318,0.3667425968109339,0.6332574031890661,0.8233590733590733,0.2895752895752895,0.0001861157640052,0.0656673279937296,0.0656673279937296,0.0369439791550344,0.3339089328140691,0.2969649536590347,0.5418962977406631,2.1238809908180643,0.7902321857485989,0.7565055762081785,0.1111111111111111,0.3118279569892473,0.6881720430107527,0.7136150234741784,0.6150234741784038,0.0702341137123745,0.363013698630137,0.636986301369863,0.805984555984556,0.3098455598455598,0.0408769973987365,0.0511857416408896,0.0511857416408897,0.0906726124117428,0.3374208278096922,0.2467482153979493,0.5578121328283077,1.9849355099217896,380.88,-0.0010559920931826339,0.050535715431287376
0.0,3.0,0.93,0.3612244897959183,0.263265306122449,0.8102481985588471,0.8286334056399133,0.2962962962962963,0.0591397849462365,0.9408602150537636,0.9107981220657276,0.8591549295774648,0.2964824120603015,0.0933940774487471,0.9066059225512528,0.7895752895752896,0.555019305019305,0.0001861157640052,0.0342542925025105,0.0342542925025106,0.2963893541782989,0.0762669311974918,0.220122422980807,0.3165195003874284,1.5479730278352224,0.7854283426741393,0.8101983002832861,0.5555555555555556,0.0591397849462365,0.9408602150537636,0.8779342723004695,0.892018779342723,0.3361204013377926,0.093607305936073,0.906392694063927,0.7664092664092664,0.5772200772200772,0.2194351542177629,0.0344675209898364,0.0344675209898365,0.4458379784466741,0.0763735454411548,0.3694644330055193,0.2554076300340546,1.5453702999816468,380.88,0.2676099555615566,0.760073588137687
0.0,3.0,0.95,0.3612244897959183,0.263265306122449,0.8102481985588471,0.8286334056399133,0.2962962962962963,0.0591397849462365,0.9408602150537636,0.9107981220657276,0.8591549295774648,0.2964824120603015,0.0933940774487471,0.9066059225512528,0.7895752895752896,0.555019305019305,0.0001861157640052,0.0342542925025105,0.0342542925025106,0.2963893541782989,0.0762669311974918,0.220122422980807,0.3165195003874284,1.5479730278352224,0.7854283426741393,0.8101983002832861,0.5555555555555556,0.0591397849462365,0.9408602150537636,0.8779342723004695,0.892018779342723,0.3361204013377926,0.093607305936073,0.906392694063927,0.7664092664092664,0.5772200772200772,0.2194351542177629,0.0344675209898364,0.0344675209898365,0.4458379784466741,0.0763735454411548,0.3694644330055193,0.2554076300340546,1.5453702999816468,380.88,0.2676099555615566,0.760073588137687
0.0,3.0,0.97,0.3612244897959183,0.263265306122449,0.8102481985588471,0.8286334056399133,0.2962962962962963,0.0591397849462365,0.9408602150537636,0.9107981220657276,0.8591549295774648,0.2964824120603015,0.0933940774487471,0.9066059225512528,0.7895752895752896,0.555019305019305,0.0001861157640052,0.0342542925025105,0.0342542925025106,0.2963893541782989,0.0762669311974918,0.220122422980807,0.3165195003874284,1.5479730278352224,0.7854283426741393,0.8101983002832861,0.5555555555555556,0.0591397849462365,0.9408602150537636,0.8779342723004695,0.892018779342723,0.3361204013377926,0.093607305936073,0.906392694063927,0.7664092664092664,0.5772200772200772,0.2194351542177629,0.0344675209898364,0.0344675209898365,0.4458379784466741,0.0763735454411548,0.3694644330055193,0.2554076300340546,1.5453702999816468,380.88,0.2676099555615566,0.760073588137687
0.0,3.0,0.99,0.5081632653061224,0.4428571428571428,0.8502802241793435,0.8497991967871485,0.1481481481481481,0.1021505376344086,0.8978494623655914,0.892018779342723,0.8028169014084507,0.1457286432160804,0.1753986332574031,0.8246013667425968,0.8416988416988417,0.4333976833976834,0.0024195049320677,0.0732480956229945,0.0732480956229946,0.1469383956821142,0.1387745854459059,0.0081638102362083,0.3480096874539432,1.8523792665222845,0.8294635708566853,0.8305489260143198,0.3703703703703703,0.1075268817204301,0.8924731182795699,0.8591549295774648,0.8262910798122066,0.1688963210702341,0.1872146118721461,0.8127853881278538,0.8233590733590733,0.4411196911196911,0.2014740493001362,0.079687730151716,0.079687730151716,0.2696333457203022,0.1473707467962881,0.1222625989240141,0.3108159552582049,1.873167482011884,380.88,-0.15849439435666357,0.25201904422323357
0.0,3.0,,0.5,0.5,0.8582866293034428,0.8535980148883374,0.1851851851851851,0.0967741935483871,0.9032258064516128,0.892018779342723,0.812206572769953,0.1055276381909547,0.2072892938496583,0.7927107061503417,0.8513513513513513,0.3967181467181467,0.0796575469942304,0.1105151003012712,0.1105151003012712,0.1453564116880699,0.1520317436990227,0.0066753320109527,0.3112863798166428,2.047313839852798,0.8310648518815053,0.8283157038242474,0.3703703703703703,0.1075268817204301,0.8924731182795699,0.8591549295774648,0.8262910798122066,0.1438127090301003,0.2168949771689497,0.7831050228310502,0.8252895752895753,0.4140926640926641,0.22655766134027,0.1093680954485196,0.1093680954485196,0.2570915397002353,0.1622109294446899,0.0948806102555454,0.2964784814547559,1.9954254965334215,380.88,-0.10700273425336038,0.23432294628816946
0.0,10.0,0.85,0.8510204081632654,0.7204081632653062,0.8078462770216173,0.7727272727272727,0.037037037037037,0.3010752688172043,0.6989247311827957,0.7323943661971831,0.6150234741784038,0.0368509212730318,0.3667425968109339,0.6332574031890661,0.8233590733590733,0.2895752895752895,0.0001861157640052,0.0656673279937296,0.0656673279937296,0.0369439791550344,0.3339089328140691,0.2969649536590347,0.5418962977406631,2.1238809908180643,0.7902321857485989,0.7565055762081785,0.1111111111111111,0.3118279569892473,0.6881720430107527,0.7136150234741784,0.6150234741784038,0.0702341137123745,0.363013698630137,0.636986301369863,0.805984555984556,0.3098455598455598,0.0408769973987365,0.0511857416408896,0.0511857416408897,0.0906726124117428,0.3374208278096922,0.2467482153979493,0.5578121328283077,1.9849355099217896,548.47,-0.0010559920931826339,0.050535715431287376
0.0,10.0,0.9,0.8510204081632654,0.7204081632653062,0.8078462770216173,0.7727272727272727,0.037037037037037,0.3010752688172043,0.6989247311827957,0.7323943661971831,0.6150234741784038,0.0368509212730318,0.3667425968109339,0.6332574031890661,0.8233590733590733,0.2895752895752895,0.0001861157640052,0.0656673279937296,0.0656673279937296,0.0369439791550344,0.3339089328140691,0.2969649536590347,0.5418962977406631,2.1238809908180643,0.7902321857485989,0.7565055762081785,0.1111111111111111,0.3118279569892473,0.6881720430107527,0.7136150234741784,0.6150234741784038,0.0702341137123745,0.363013698630137,0.636986301369863,0.805984555984556,0.3098455598455598,0.0408769973987365,0.0511857416408896,0.0511857416408897,0.0906726124117428,0.3374208278096922,0.2467482153979493,0.5578121328283077,1.9849355099217896,548.47,-0.0010559920931826339,0.050535715431287376
0.0,10.0,0.93,0.3612244897959183,0.263265306122449,0.8102481985588471,0.8286334056399133,0.2962962962962963,0.0591397849462365,0.9408602150537636,0.9107981220657276,0.8591549295774648,0.2964824120603015,0.0933940774487471,0.9066059225512528,0.7895752895752896,0.555019305019305,0.0001861157640052,0.0342542925025105,0.0342542925025106,0.2963893541782989,0.0762669311974918,0.220122422980807,0.3165195003874284,1.5479730278352224,0.7854283426741393,0.8101983002832861,0.5555555555555556,0.0591397849462365,0.9408602150537636,0.8779342723004695,0.892018779342723,0.3361204013377926,0.093607305936073,0.906392694063927,0.7664092664092664,0.5772200772200772,0.2194351542177629,0.0344675209898364,0.0344675209898365,0.4458379784466741,0.0763735454411548,0.3694644330055193,0.2554076300340546,1.5453702999816468,548.47,0.2676099555615566,0.760073588137687
0.0,10.0,0.95,0.3612244897959183,0.263265306122449,0.8102481985588471,0.8286334056399133,0.2962962962962963,0.0591397849462365,0.9408602150537636,0.9107981220657276,0.8591549295774648,0.2964824120603015,0.0933940774487471,0.9066059225512528,0.7895752895752896,0.555019305019305,0.0001861157640052,0.0342542925025105,0.0342542925025106,0.2963893541782989,0.0762669311974918,0.220122422980807,0.3165195003874284,1.5479730278352224,0.7854283426741393,0.8101983002832861,0.5555555555555556,0.0591397849462365,0.9408602150537636,0.8779342723004695,0.892018779342723,0.3361204013377926,0.093607305936073,0.906392694063927,0.7664092664092664,0.5772200772200772,0.2194351542177629,0.0344675209898364,0.0344675209898365,0.4458379784466741,0.0763735454411548,0.3694644330055193,0.2554076300340546,1.5453702999816468,548.47,0.2676099555615566,0.760073588137687
